Patient,Town
patient_7962,town_45
patient_3209,town_45
patient_14262,town_45
patient_16416,town_45
patient_16284,town_45
patient_1379,town_45
patient_22660,town_45
patient_11539,town_45
patient_14335,town_45
patient_10829,town_45
patient_14767,town_45
patient_16992,town_45
patient_12271,town_45
patient_7746,town_45
patient_3197,town_45
patient_3054,town_45
patient_13157,town_45
patient_2310,town_45
patient_7051,town_45
patient_5523,town_45
patient_5884,town_45
patient_15420,town_45
patient_4556,town_45
patient_16828,town_45
patient_5496,town_45
patient_21063,town_45
patient_11524,town_45
patient_3951,town_45
patient_2287,town_45
patient_5184,town_45
patient_8948,town_45
patient_7159,town_45
patient_849,town_45
patient_2560,town_45
patient_11979,town_45
patient_20543,town_45
patient_8559,town_45
patient_20371,town_45
patient_14585,town_45
patient_4568,town_45
patient_2156,town_45
patient_17892,town_45
patient_11854,town_45
patient_8426,town_45
patient_16745,town_45
patient_5887,town_45
patient_12260,town_45
patient_14388,town_45
patient_18993,town_45
patient_19808,town_45
patient_21431,town_45
patient_19690,town_45
patient_20132,town_45
patient_9947,town_45
patient_270,town_45
patient_12350,town_45
patient_2686,town_45
patient_7866,town_45
patient_3093,town_45
patient_8726,town_45
patient_11620,town_45
patient_3478,town_45
patient_10657,town_45
patient_19679,town_45
patient_14607,town_45
patient_642,town_45
patient_190,town_45
patient_21025,town_45
patient_10606,town_45
patient_14614,town_45
patient_9585,town_45
patient_16747,town_45
patient_6261,town_45
patient_16855,town_45
patient_2284,town_45
patient_13899,town_45
patient_22138,town_45
patient_1190,town_45
patient_15406,town_45
patient_20219,town_45
patient_15206,town_45
patient_20266,town_45
patient_13940,town_45
patient_6275,town_45
patient_8047,town_45
patient_6380,town_45
patient_18197,town_45
patient_2568,town_45
patient_22012,town_45
patient_4119,town_45
patient_20402,town_45
patient_20932,town_45
patient_7552,town_45
patient_2834,town_45
patient_6306,town_45
patient_19784,town_45
patient_11657,town_45
patient_15478,town_45
patient_5771,town_45
patient_6044,town_45
patient_11678,town_45
patient_19751,town_45
patient_9839,town_45
patient_9627,town_45
patient_3207,town_45
patient_16452,town_45
patient_20532,town_45
patient_4028,town_45
patient_7769,town_45
patient_5420,town_45
patient_12824,town_45
patient_12941,town_45
patient_750,town_45
patient_2164,town_45
patient_8487,town_45
patient_3607,town_45
patient_8216,town_45
patient_20657,town_45
patient_16207,town_45
patient_975,town_45
patient_8773,town_45
patient_19261,town_45
patient_15464,town_45
patient_20323,town_45
patient_11314,town_45
patient_8424,town_45
patient_5853,town_45
patient_12241,town_45
patient_11093,town_45
patient_11777,town_45
patient_9532,town_45
patient_15160,town_45
patient_1338,town_45
patient_10264,town_45
patient_22226,town_45
patient_9862,town_45
patient_20886,town_45
patient_19482,town_45
patient_16787,town_45
patient_3982,town_45
patient_19852,town_45
patient_12578,town_45
patient_5023,town_45
patient_992,town_45
patient_11537,town_45
patient_11373,town_45
patient_8593,town_45
patient_13233,town_45
patient_12011,town_45
patient_16936,town_45
patient_1085,town_45
patient_8189,town_45
patient_19518,town_45
patient_8541,town_45
patient_22633,town_45
patient_1888,town_45
patient_13415,town_45
patient_17810,town_45
patient_18691,town_45
patient_6872,town_45
patient_18632,town_45
patient_1347,town_45
patient_1408,town_45
patient_13626,town_45
patient_7326,town_45
patient_19183,town_45
patient_11821,town_45
patient_22270,town_45
patient_22397,town_45
patient_12361,town_45
patient_19331,town_45
patient_951,town_45
patient_8195,town_45
patient_5861,town_45
patient_2837,town_45
patient_7178,town_45
patient_3436,town_45
patient_17414,town_45
patient_21626,town_45
patient_17033,town_45
patient_21209,town_45
patient_10328,town_45
patient_1670,town_45
patient_6115,town_45
patient_14365,town_45
patient_9674,town_45
patient_2921,town_45
patient_2581,town_45
patient_8964,town_45
patient_14951,town_45
patient_2384,town_45
patient_14777,town_45
patient_1042,town_45
patient_10481,town_45
patient_12006,town_45
patient_8819,town_45
patient_15703,town_45
patient_5166,town_45
patient_10764,town_45
patient_9853,town_45
patient_17510,town_45
patient_2542,town_45
patient_14339,town_45
patient_19303,town_45
patient_6052,town_45
patient_14836,town_45
patient_17123,town_45
patient_3684,town_45
patient_18849,town_45
patient_11832,town_45
patient_4701,town_45
patient_1374,town_45
patient_8818,town_45
patient_17891,town_45
patient_5607,town_45
patient_16680,town_45
patient_11786,town_45
patient_7313,town_45
patient_644,town_45
patient_21521,town_45
patient_12278,town_45
patient_16560,town_45
patient_5307,town_45
patient_3649,town_45
patient_14842,town_45
patient_18352,town_45
patient_22358,town_45
patient_19694,town_45
patient_15029,town_45
patient_10878,town_45
patient_78,town_45
patient_9563,town_45
patient_6887,town_45
patient_3381,town_45
patient_9903,town_45
patient_843,town_45
patient_4742,town_45
patient_8445,town_45
patient_4451,town_45
patient_18479,town_45
patient_4053,town_45
patient_7311,town_45
patient_7767,town_45
patient_21058,town_45
patient_18994,town_45
patient_17458,town_45
patient_12027,town_45
patient_20577,town_45
patient_16449,town_45
patient_237,town_45
patient_8142,town_45
patient_20224,town_45
patient_18821,town_45
patient_5053,town_45
patient_8111,town_45
patient_15039,town_45
patient_10890,town_45
patient_8529,town_45
patient_4797,town_45
patient_9797,town_45
patient_21472,town_45
patient_1989,town_45
patient_21794,town_45
patient_14093,town_45
patient_15427,town_45
patient_17560,town_45
patient_3805,town_45
patient_17596,town_45
patient_15001,town_45
patient_16267,town_45
patient_15895,town_45
patient_8455,town_45
patient_20600,town_45
patient_18397,town_45
patient_4773,town_45
patient_5345,town_45
patient_22134,town_45
patient_16346,town_45
patient_11950,town_45
patient_4936,town_45
patient_20041,town_45
patient_13817,town_45
patient_17965,town_45
patient_8011,town_45
patient_18558,town_45
patient_16195,town_45
patient_8744,town_45
patient_17850,town_45
patient_4179,town_45
patient_13873,town_45
patient_19121,town_45
patient_6583,town_45
patient_8506,town_45
patient_12201,town_45
patient_8278,town_45
patient_10748,town_45
patient_8693,town_45
patient_15234,town_45
patient_1510,town_45
patient_2170,town_45
patient_15396,town_45
patient_6514,town_45
patient_21616,town_45
patient_14880,town_45
patient_10680,town_45
patient_3208,town_45
patient_10765,town_45
patient_1493,town_45
patient_13492,town_45
patient_3677,town_45
patient_13747,town_45
patient_9920,town_45
patient_4425,town_45
patient_17772,town_45
patient_786,town_45
patient_9895,town_45
patient_378,town_45
patient_12850,town_45
patient_6541,town_45
patient_366,town_45
patient_8917,town_45
patient_20927,town_45
patient_4845,town_45
patient_6053,town_45
patient_22455,town_45
patient_17927,town_45
patient_8501,town_45
patient_5696,town_45
patient_9039,town_45
patient_4414,town_45
patient_4175,town_45
patient_12554,town_45
patient_19176,town_45
patient_18912,town_45
patient_11987,town_45
patient_17379,town_45
patient_6429,town_45
patient_4720,town_45
patient_5033,town_45
patient_10133,town_45
patient_19913,town_45
patient_22555,town_45
patient_12110,town_45
patient_388,town_45
patient_10589,town_45
patient_2118,town_45
patient_17129,town_45
patient_19406,town_45
patient_3950,town_45
patient_961,town_45
patient_16248,town_45
patient_3113,town_45
patient_2186,town_45
patient_15317,town_45
patient_17128,town_45
patient_14699,town_45
patient_19781,town_45
patient_15565,town_45
patient_1809,town_45
patient_21769,town_45
patient_21031,town_45
patient_989,town_45
patient_256,town_45
patient_17726,town_45
patient_9263,town_45
patient_6128,town_45
patient_2650,town_45
patient_21662,town_45
patient_94,town_45
patient_11356,town_45
patient_8360,town_45
patient_10177,town_45
patient_20863,town_45
patient_14579,town_45
patient_6286,town_45
patient_9041,town_45
patient_6163,town_45
patient_7174,town_45
patient_16518,town_45
patient_16724,town_45
patient_4230,town_45
patient_9741,town_45
patient_15214,town_45
patient_6789,town_45
patient_14591,town_45
patient_19282,town_45
patient_3045,town_45
patient_6217,town_45
patient_3364,town_45
patient_12217,town_45
patient_17178,town_45
patient_5251,town_45
patient_6009,town_45
patient_1571,town_45
patient_17034,town_45
patient_4614,town_45
patient_18190,town_45
patient_9931,town_45
patient_10283,town_45
patient_5511,town_45
patient_4046,town_45
patient_19031,town_45
patient_1933,town_45
patient_1605,town_45
patient_5367,town_45
patient_6079,town_45
patient_12047,town_45
patient_5748,town_45
patient_17119,town_45
patient_16487,town_45
patient_2012,town_45
patient_2132,town_45
patient_16849,town_45
patient_1483,town_45
patient_19004,town_45
patient_17412,town_45
patient_22031,town_45
patient_7253,town_45
patient_7981,town_45
patient_19744,town_45
patient_15192,town_45
patient_13918,town_45
patient_12795,town_45
patient_16231,town_45
patient_1157,town_45
patient_13176,town_45
patient_9719,town_45
patient_10205,town_45
patient_21844,town_45
patient_21517,town_45
patient_3078,town_45
patient_7445,town_45
patient_671,town_45
patient_11698,town_45
patient_6785,town_45
patient_2243,town_45
patient_4182,town_45
patient_22465,town_45
patient_3438,town_45
patient_1953,town_45
patient_9941,town_45
patient_12007,town_45
patient_14571,town_45
patient_16047,town_45
patient_264,town_45
patient_22208,town_45
patient_516,town_45
patient_4240,town_45
patient_4376,town_45
patient_16941,town_45
patient_3577,town_45
patient_16475,town_45
patient_16435,town_45
patient_1839,town_45
patient_7298,town_45
patient_9752,town_45
patient_1328,town_45
patient_21320,town_45
patient_9097,town_45
patient_4215,town_45
patient_14915,town_45
patient_4524,town_45
patient_13937,town_45
patient_12114,town_45
patient_17018,town_45
patient_11716,town_45
patient_11443,town_45
patient_20842,town_45
patient_22477,town_45
patient_22541,town_45
patient_19715,town_45
patient_5724,town_45
patient_2478,town_45
patient_10902,town_45
patient_19703,town_45
patient_15979,town_45
patient_5385,town_45
patient_16466,town_45
patient_7228,town_45
patient_10865,town_45
patient_8566,town_45
patient_1037,town_45
patient_12371,town_45
patient_12879,town_45
patient_12128,town_45
patient_5474,town_45
patient_11153,town_45
patient_2173,town_45
patient_860,town_45
patient_19211,town_45
patient_15941,town_45
patient_22464,town_45
patient_20752,town_45
patient_5120,town_45
patient_5886,town_45
patient_22322,town_45
patient_18316,town_45
patient_21313,town_45
patient_6074,town_45
patient_19190,town_45
patient_12062,town_45
patient_15395,town_45
patient_19437,town_45
patient_15271,town_45
patient_17310,town_45
patient_18854,town_45
patient_13211,town_45
patient_13692,town_45
patient_4383,town_45
patient_15546,town_46
patient_15734,town_46
patient_15947,town_46
patient_4968,town_46
patient_4200,town_46
patient_1447,town_46
patient_2353,town_46
patient_5476,town_46
patient_215,town_46
patient_13204,town_46
patient_8160,town_46
patient_21060,town_46
patient_22601,town_46
patient_17360,town_46
patient_17249,town_46
patient_4315,town_46
patient_9080,town_46
patient_8577,town_46
patient_13540,town_46
patient_10581,town_46
patient_16769,town_46
patient_21693,town_46
patient_4274,town_46
patient_17161,town_46
patient_8097,town_46
patient_3297,town_46
patient_15402,town_46
patient_9083,town_46
patient_3696,town_46
patient_7391,town_46
patient_3385,town_46
patient_587,town_46
patient_2927,town_46
patient_10629,town_46
patient_7845,town_46
patient_5048,town_46
patient_14521,town_46
patient_7315,town_46
patient_4173,town_46
patient_21463,town_46
patient_10769,town_46
patient_15927,town_46
patient_15228,town_46
patient_15498,town_46
patient_6496,town_46
patient_4626,town_46
patient_6698,town_46
patient_14183,town_46
patient_20667,town_46
patient_22225,town_46
patient_19994,town_46
patient_16824,town_46
patient_3188,town_46
patient_18819,town_46
patient_3000,town_46
patient_6944,town_46
patient_20943,town_46
patient_15991,town_46
patient_370,town_46
patient_12745,town_46
patient_651,town_46
patient_8663,town_46
patient_15033,town_46
patient_11904,town_46
patient_6042,town_46
patient_13416,town_46
patient_16890,town_46
patient_2347,town_46
patient_5693,town_46
patient_15901,town_46
patient_17613,town_46
patient_5649,town_46
patient_11349,town_46
patient_13064,town_46
patient_8922,town_46
patient_21948,town_46
patient_14856,town_46
patient_21421,town_46
patient_9220,town_46
patient_6568,town_46
patient_6392,town_46
patient_3863,town_46
patient_7554,town_46
patient_15917,town_46
patient_3998,town_46
patient_6489,town_46
patient_10527,town_46
patient_20970,town_46
patient_4061,town_46
patient_22568,town_46
patient_14203,town_46
patient_18165,town_46
patient_17522,town_46
patient_13391,town_46
patient_18464,town_46
patient_13520,town_46
patient_18803,town_46
patient_14623,town_46
patient_9245,town_46
patient_11144,town_46
patient_1172,town_46
patient_16212,town_46
patient_8845,town_46
patient_4828,town_46
patient_16597,town_46
patient_16116,town_46
patient_21409,town_46
patient_11574,town_46
patient_13697,town_46
patient_12266,town_46
patient_15246,town_46
patient_12111,town_46
patient_22172,town_46
patient_16471,town_46
patient_3452,town_46
patient_5859,town_46
patient_12534,town_46
patient_17691,town_46
patient_9527,town_46
patient_18777,town_46
patient_17556,town_46
patient_5925,town_46
patient_1481,town_46
patient_14978,town_46
patient_3736,town_46
patient_9430,town_46
patient_16898,town_46
patient_1110,town_46
patient_6810,town_46
patient_18689,town_46
patient_20111,town_46
patient_19580,town_46
patient_13066,town_46
patient_19503,town_46
patient_17378,town_46
patient_15057,town_46
patient_12497,town_46
patient_8411,town_46
patient_12384,town_46
patient_20115,town_46
patient_16031,town_46
patient_21114,town_46
patient_9252,town_46
patient_20742,town_46
patient_4180,town_46
patient_1540,town_46
patient_11388,town_46
patient_10496,town_46
patient_14811,town_46
patient_14134,town_46
patient_16802,town_46
patient_11448,town_46
patient_239,town_46
patient_3083,town_46
patient_15804,town_46
patient_12956,town_46
patient_12775,town_46
patient_18776,town_46
patient_8776,town_46
patient_18357,town_46
patient_14121,town_46
patient_12603,town_46
patient_6529,town_46
patient_18362,town_46
patient_20304,town_46
patient_6720,town_46
patient_20537,town_46
patient_4798,town_46
patient_19066,town_46
patient_7127,town_46
patient_10667,town_46
patient_22598,town_46
patient_4996,town_46
patient_12889,town_46
patient_9021,town_46
patient_3088,town_46
patient_18310,town_46
patient_14396,town_46
patient_20150,town_46
patient_19974,town_46
patient_17800,town_46
patient_550,town_46
patient_7113,town_46
patient_1508,town_46
patient_1633,town_46
patient_19732,town_46
patient_4058,town_46
patient_10828,town_46
patient_13339,town_46
patient_17768,town_46
patient_471,town_46
patient_15780,town_46
patient_21445,town_46
patient_68,town_46
patient_15030,town_46
patient_7377,town_46
patient_2968,town_46
patient_7604,town_46
patient_9711,town_46
patient_8191,town_46
patient_19625,town_46
patient_2166,town_46
patient_2616,town_46
patient_524,town_46
patient_10583,town_46
patient_22106,town_46
patient_8020,town_46
patient_8286,town_46
patient_16481,town_46
patient_12863,town_46
patient_10602,town_46
patient_10787,town_46
patient_22233,town_46
patient_9325,town_46
patient_15257,town_46
patient_6838,town_46
patient_9787,town_46
patient_14882,town_46
patient_19028,town_46
patient_9062,town_46
patient_253,town_46
patient_7537,town_46
patient_15436,town_46
patient_10186,town_46
patient_22288,town_46
patient_16061,town_46
patient_22504,town_46
patient_11802,town_46
patient_8779,town_46
patient_7891,town_46
patient_100,town_46
patient_20664,town_46
patient_10831,town_46
patient_19057,town_46
patient_11808,town_46
patient_18687,town_46
patient_19992,town_46
patient_11206,town_46
patient_15480,town_46
patient_21140,town_46
patient_21781,town_46
patient_22685,town_46
patient_3150,town_46
patient_6768,town_46
patient_9615,town_46
patient_40,town_46
patient_11100,town_46
patient_18603,town_46
patient_659,town_46
patient_11464,town_46
patient_19731,town_46
patient_7388,town_46
patient_12577,town_46
patient_3667,town_46
patient_6513,town_46
patient_8474,town_46
patient_19827,town_46
patient_11922,town_46
patient_7588,town_46
patient_13950,town_46
patient_12917,town_46
patient_5913,town_46
patient_12081,town_46
patient_11072,town_46
patient_6335,town_46
patient_16400,town_46
patient_3189,town_46
patient_8671,town_46
patient_22490,town_46
patient_9274,town_46
patient_9045,town_46
patient_14082,town_46
patient_8727,town_46
patient_13708,town_46
patient_18202,town_46
patient_5531,town_46
patient_12048,town_47
patient_954,town_47
patient_12228,town_47
patient_12880,town_47
patient_17992,town_47
patient_12100,town_47
patient_21587,town_47
patient_13740,town_47
patient_3772,town_47
patient_11226,town_47
patient_17832,town_47
patient_8719,town_47
patient_16744,town_47
patient_17384,town_47
patient_19459,town_47
patient_3059,town_47
patient_13669,town_47
patient_14027,town_47
patient_18624,town_47
patient_19091,town_47
patient_5510,town_47
patient_8500,town_47
patient_19150,town_47
patient_9973,town_47
patient_14290,town_47
patient_18758,town_47
patient_3899,town_47
patient_17863,town_47
patient_2252,town_47
patient_17497,town_47
patient_2394,town_47
patient_1230,town_47
patient_19075,town_47
patient_20691,town_47
patient_3315,town_47
patient_7774,town_47
patient_15930,town_47
patient_864,town_47
patient_6718,town_47
patient_1009,town_47
patient_20536,town_47
patient_5568,town_47
patient_6422,town_47
patient_21368,town_47
patient_11824,town_47
patient_7064,town_47
patient_1012,town_47
patient_4971,town_47
patient_174,town_47
patient_1962,town_47
patient_15095,town_47
patient_8524,town_47
patient_20171,town_47
patient_428,town_47
patient_1354,town_47
patient_2454,town_47
patient_14190,town_47
patient_5892,town_47
patient_4323,town_47
patient_10799,town_47
patient_15699,town_47
patient_7881,town_47
patient_7859,town_47
patient_13308,town_47
patient_1982,town_47
patient_21350,town_47
patient_5392,town_47
patient_18348,town_47
patient_6907,town_47
patient_15622,town_47
patient_7783,town_47
patient_17523,town_47
patient_5654,town_47
patient_2303,town_47
patient_18269,town_47
patient_20444,town_47
patient_21435,town_47
patient_6871,town_47
patient_8012,town_47
patient_2102,town_47
patient_4098,town_47
patient_858,town_47
patient_1932,town_47
patient_5637,town_47
patient_18393,town_47
patient_10104,town_47
patient_22547,town_47
patient_2321,town_47
patient_15035,town_47
patient_10624,town_47
patient_20998,town_47
patient_19977,town_47
patient_11291,town_47
patient_3096,town_47
patient_5548,town_47
patient_12689,town_47
patient_227,town_47
patient_19673,town_47
patient_4219,town_47
patient_18040,town_47
patient_18028,town_47
patient_16114,town_47
patient_5386,town_47
patient_18383,town_47
patient_3229,town_47
patient_11379,town_47
patient_4660,town_47
patient_8098,town_47
patient_16331,town_47
patient_128,town_47
patient_11871,town_47
patient_2462,town_47
patient_20417,town_47
patient_8518,town_47
patient_22669,town_47
patient_870,town_47
patient_19491,town_47
patient_375,town_47
patient_12540,town_47
patient_11749,town_47
patient_7788,town_47
patient_21400,town_47
patient_9241,town_47
patient_15369,town_47
patient_16525,town_47
patient_17969,town_47
patient_245,town_47
patient_14795,town_47
patient_8799,town_47
patient_11370,town_47
patient_21136,town_47
patient_3046,town_47
patient_5201,town_47
patient_5831,town_47
patient_8830,town_47
patient_13814,town_47
patient_12413,town_47
patient_14909,town_47
patient_10232,town_47
patient_14230,town_47
patient_19262,town_47
patient_20022,town_47
patient_13537,town_47
patient_1461,town_47
patient_3695,town_47
patient_6581,town_47
patient_20290,town_47
patient_6849,town_47
patient_16498,town_47
patient_20494,town_47
patient_12961,town_47
patient_206,town_47
patient_4481,town_47
patient_9451,town_47
patient_19919,town_47
patient_12282,town_47
patient_5338,town_47
patient_17205,town_47
patient_21446,town_47
patient_15969,town_47
patient_9658,town_47
patient_20090,town_47
patient_6858,town_47
patient_17193,town_47
patient_10014,town_47
patient_8596,town_47
patient_1557,town_47
patient_17489,town_47
patient_11580,town_47
patient_15564,town_47
patient_7405,town_47
patient_157,town_47
patient_21169,town_47
patient_5716,town_47
patient_14195,town_47
patient_391,town_47
patient_7470,town_47
patient_14717,town_47
patient_21719,town_47
patient_4964,town_47
patient_13838,town_47
patient_1942,town_47
patient_20112,town_47
patient_667,town_47
patient_9937,town_47
patient_19644,town_47
patient_9571,town_47
patient_21191,town_47
patient_7183,town_47
patient_16907,town_47
patient_19327,town_47
patient_9502,town_47
patient_5946,town_47
patient_1353,town_47
patient_2912,town_47
patient_1382,town_47
patient_20989,town_47
patient_16899,town_47
patient_20935,town_47
patient_9939,town_47
patient_13005,town_47
patient_5858,town_47
patient_4143,town_47
patient_19594,town_47
patient_13862,town_47
patient_19059,town_47
patient_10068,town_47
patient_18177,town_47
patient_17790,town_47
patient_21906,town_47
patient_13251,town_47
patient_4303,town_47
patient_21635,town_47
patient_17935,town_47
patient_2796,town_47
patient_4208,town_47
patient_20072,town_47
patient_6549,town_47
patient_1892,town_47
patient_17693,town_47
patient_2982,town_47
patient_11187,town_47
patient_18967,town_47
patient_5466,town_47
patient_9663,town_47
patient_895,town_47
patient_15488,town_47
patient_5991,town_47
patient_2496,town_47
patient_11681,town_47
patient_13107,town_47
patient_3859,town_47
patient_608,town_47
patient_14496,town_47
patient_20128,town_47
patient_16589,town_47
patient_16607,town_47
patient_6246,town_47
patient_11936,town_47
patient_20175,town_47
patient_3907,town_47
patient_9699,town_47
patient_7040,town_47
patient_15779,town_47
patient_8699,town_47
patient_11882,town_47
patient_16319,town_47
patient_3748,town_47
patient_12382,town_47
patient_17299,town_47
patient_16254,town_47
patient_20518,town_47
patient_3561,town_47
patient_17456,town_47
patient_13646,town_47
patient_14000,town_47
patient_14487,town_47
patient_14346,town_47
patient_5573,town_47
patient_3201,town_47
patient_21101,town_47
patient_18508,town_47
patient_14861,town_47
patient_818,town_47
patient_3210,town_47
patient_1994,town_47
patient_22488,town_47
patient_19543,town_47
patient_3171,town_47
patient_91,town_47
patient_2502,town_47
patient_18493,town_47
patient_14237,town_47
patient_13625,town_47
patient_5213,town_47
patient_4103,town_47
patient_6515,town_47
patient_17124,town_47
patient_12274,town_47
patient_18737,town_47
patient_3186,town_47
patient_15600,town_47
patient_6303,town_47
patient_7186,town_47
patient_15643,town_47
patient_4342,town_47
patient_12142,town_47
patient_8961,town_47
patient_14492,town_47
patient_10676,town_47
patient_7560,town_47
patient_13598,town_47
patient_14350,town_47
patient_1203,town_47
patient_2894,town_47
patient_15414,town_47
patient_7894,town_47
patient_14542,town_47
patient_22345,town_47
patient_8438,town_47
patient_13049,town_47
patient_18734,town_47
patient_638,town_47
patient_4332,town_47
patient_5169,town_47
patient_2455,town_47
patient_1563,town_47
patient_18759,town_47
patient_3730,town_47
patient_10983,town_47
patient_165,town_47
patient_495,town_47
patient_3514,town_47
patient_14784,town_47
patient_19741,town_47
patient_116,town_47
patient_5485,town_47
patient_19540,town_47
patient_15595,town_47
patient_4538,town_47
patient_3068,town_47
patient_11274,town_47
patient_17578,town_47
patient_17334,town_47
patient_1133,town_47
patient_22251,town_47
patient_22396,town_47
patient_14654,town_47
patient_14727,town_47
patient_3058,town_47
patient_823,town_47
patient_13504,town_47
patient_668,town_47
patient_12346,town_47
patient_3721,town_47
patient_12118,town_47
patient_15287,town_47
patient_20028,town_47
patient_6999,town_47
patient_9277,town_47
patient_7322,town_47
patient_6352,town_47
patient_5442,town_47
patient_11876,town_47
patient_19610,town_47
patient_6534,town_47
patient_3654,town_47
patient_6318,town_47
patient_21600,town_47
patient_8418,town_47
patient_9105,town_47
patient_1108,town_47
patient_853,town_47
patient_10077,town_47
patient_2416,town_47
patient_17679,town_47
patient_7944,town_47
patient_12197,town_47
patient_14742,town_47
patient_15949,town_47
patient_1765,town_47
patient_2593,town_47
patient_16649,town_47
patient_8473,town_47
patient_21540,town_47
patient_11465,town_47
patient_2307,town_47
patient_12459,town_47
patient_13063,town_47
patient_16494,town_47
patient_15904,town_47
patient_18061,town_47
patient_9345,town_47
patient_19688,town_47
patient_14953,town_47
patient_4762,town_47
patient_22410,town_47
patient_12154,town_47
patient_4176,town_47
patient_13150,town_47
patient_4243,town_47
patient_10115,town_47
patient_19760,town_47
patient_16007,town_47
patient_3041,town_47
patient_7460,town_47
patient_14065,town_47
patient_4883,town_47
patient_20200,town_47
patient_20809,town_47
patient_14140,town_47
patient_3262,town_47
patient_14650,town_47
patient_21362,town_47
patient_19287,town_47
patient_3369,town_47
patient_6123,town_47
patient_8345,town_47
patient_22650,town_47
patient_4463,town_47
patient_207,town_47
patient_16190,town_47
patient_18521,town_47
patient_3855,town_47
patient_67,town_47
patient_22499,town_47
patient_5248,town_47
patient_9326,town_47
patient_20247,town_47
patient_15992,town_47
patient_15988,town_47
patient_5148,town_47
patient_12211,town_47
patient_2217,town_47
patient_1804,town_47
patient_3526,town_47
patient_724,town_47
patient_6285,town_47
patient_21673,town_47
patient_22445,town_47
patient_9367,town_47
patient_11115,town_47
patient_2109,town_47
patient_4366,town_47
patient_1544,town_47
patient_1977,town_47
patient_11341,town_47
patient_2296,town_47
patient_4236,town_47
patient_11781,town_47
patient_14964,town_47
patient_14133,town_47
patient_17419,town_47
patient_20522,town_47
patient_9776,town_47
patient_46,town_47
patient_19403,town_47
patient_22636,town_47
patient_21946,town_47
patient_8607,town_47
patient_10886,town_47
patient_12778,town_47
patient_20947,town_47
patient_2874,town_47
patient_8105,town_47
patient_21550,town_47
patient_10173,town_47
patient_7003,town_47
patient_18688,town_47
patient_2836,town_47
patient_3232,town_47
patient_21997,town_47
patient_22103,town_47
patient_6615,town_47
patient_16296,town_47
patient_19669,town_47
patient_5669,town_47
patient_21087,town_47
patient_830,town_47
patient_17387,town_47
patient_11361,town_47
patient_21905,town_47
patient_16467,town_47
patient_21999,town_47
patient_12555,town_47
patient_8655,town_47
patient_8494,town_47
patient_15701,town_47
patient_7935,town_47
patient_15873,town_47
patient_18336,town_47
patient_18731,town_47
patient_7019,town_47
patient_10574,town_47
patient_20044,town_47
patient_17248,town_47
patient_11560,town_47
patient_11598,town_47
patient_13012,town_47
patient_17430,town_47
patient_3605,town_47
patient_12153,town_47
patient_387,town_47
patient_18413,town_47
patient_19842,town_47
patient_14955,town_47
patient_151,town_47
patient_1978,town_47
patient_22350,town_47
patient_4299,town_47
patient_14514,town_47
patient_5587,town_47
patient_5289,town_47
patient_3261,town_47
patient_1204,town_47
patient_2017,town_47
patient_13349,town_47
patient_16904,town_47
patient_13135,town_47
patient_17766,town_47
patient_6764,town_47
patient_1801,town_47
patient_5935,town_47
patient_13956,town_47
patient_4148,town_47
patient_19621,town_47
patient_5326,town_47
patient_11525,town_47
patient_20707,town_47
patient_18799,town_47
patient_1075,town_47
patient_11894,town_47
patient_15671,town_47
patient_19114,town_47
patient_14001,town_47
patient_4649,town_47
patient_425,town_47
patient_14535,town_47
patient_7079,town_47
patient_22335,town_47
patient_12597,town_47
patient_1159,town_47
patient_2345,town_47
patient_17639,town_47
patient_17594,town_47
patient_16307,town_47
patient_10165,town_47
patient_12640,town_47
patient_8026,town_47
patient_3179,town_47
patient_20039,town_47
patient_19269,town_47
patient_8312,town_47
patient_15215,town_47
patient_3646,town_47
patient_17982,town_47
patient_3900,town_47
patient_13933,town_47
patient_9509,town_47
patient_19300,town_47
patient_7527,town_47
patient_11326,town_47
patient_2526,town_47
patient_15603,town_47
patient_7922,town_47
patient_10002,town_47
patient_4457,town_47
patient_12926,town_47
patient_844,town_47
patient_1543,town_47
patient_15495,town_47
patient_8689,town_47
patient_7846,town_47
patient_2986,town_47
patient_20801,town_47
patient_2829,town_47
patient_3401,town_47
patient_13978,town_47
patient_18382,town_47
patient_19071,town_47
patient_21383,town_47
patient_4513,town_47
patient_10229,town_47
patient_20957,town_47
patient_11300,town_47
patient_11096,town_47
patient_18147,town_47
patient_7898,town_47
patient_1383,town_47
patient_17533,town_47
patient_11649,town_47
patient_7095,town_47
patient_12101,town_47
patient_5904,town_47
patient_4563,town_47
patient_11682,town_47
patient_10353,town_47
patient_12616,town_47
patient_5829,town_47
patient_3788,town_47
patient_324,town_47
patient_4884,town_47
patient_4045,town_47
patient_15337,town_47
patient_6190,town_47
patient_2194,town_47
patient_13423,town_47
patient_698,town_47
patient_5069,town_47
patient_22640,town_47
patient_3709,town_47
patient_11064,town_47
patient_4891,town_47
patient_17529,town_47
patient_13202,town_47
patient_14508,town_47
patient_6425,town_47
patient_8083,town_47
patient_11278,town_47
patient_5534,town_47
patient_15320,town_47
patient_8925,town_47
patient_979,town_47
patient_14029,town_47
patient_18612,town_47
patient_8552,town_47
patient_4387,town_47
patient_20284,town_47
patient_10728,town_47
patient_16980,town_47
patient_11949,town_47
patient_12345,town_47
patient_14444,town_47
patient_7540,town_47
patient_7844,town_47
patient_15231,town_47
patient_5787,town_47
patient_20278,town_47
patient_17377,town_47
patient_7515,town_47
patient_10325,town_47
